Family ID	mouse<22>	<21>	baboon<16>	marmoset<18>	cat<0>	gibbon<12>	chimp<6>	<11>	orang<10>	horse<2>	<13>	macaque<14>	<17>	human<8>	<15>	<9>	cow<4>	<3>	<1>	<7>	<5>	rat<20>
2971	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1
2972	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1
2973	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1
2974	2	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
2975	1	1	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2976	0	0	2	2	2	1	1	1	1	2	2	2	2	1	2	1	2	2	2	1	2	0
2977	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2
2978	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	1
2979	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5
2980	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1
2981	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2
2982	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2
2983	1	1	0	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2
2984	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1
2985	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	2	2	1	1	1	1	1
2986	2	1	1	1	0	1	1	1	1	1	1	4	1	1	1	1	2	1	1	1	1	1
2987	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2
2988	1	1	1	1	1	1	0	1	1	0	1	1	1	7	1	1	1	1	1	1	1	1
2989	1	1	1	3	1	2	0	2	2	1	2	2	2	1	2	2	1	1	1	1	1	1
2990	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1
2991	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	1	1
2992	0	0	1	0	0	2	2	2	4	0	2	2	1	5	2	3	0	0	0	3	1	0
2993	1	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1
2994	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1
2995	1	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2996	1	1	0	2	1	1	1	2	2	1	2	3	2	2	2	2	1	1	1	2	1	1
2997	1	1	1	1	1	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1
2998	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
2999	3	3	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	3
3000	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
3001	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1
3002	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3
3003	1	1	1	1	1	2	2	2	1	1	2	2	1	2	2	2	1	1	1	2	1	1
3004	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
3005	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
3006	4	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
3007	1	1	1	2	1	1	1	1	0	1	1	4	1	1	1	1	2	1	1	1	1	1
3008	1	1	1	2	0	0	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	3
3009	1	1	3	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1
3010	1	1	1	1	1	1	0	1	2	2	1	3	1	1	1	1	1	1	1	1	1	2
3011	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
3012	1	1	1	4	1	0	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
3013	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1
3014	1	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1
3015	1	1	1	2	1	2	1	2	2	1	2	2	2	1	2	2	1	1	1	1	1	1
3016	1	1	1	1	0	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1
3017	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3018	12	5	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	3
3019	2	2	0	1	2	2	2	2	1	0	2	2	2	2	2	2	0	2	2	2	2	2
3020	12	5	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	3
3021	1	1	1	0	0	5	3	3	1	0	2	2	1	3	2	3	0	0	0	3	1	0
3023	1	1	1	2	2	2	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3024	1	1	1	2	1	1	1	1	2	0	1	3	1	1	1	1	1	1	1	1	1	1
3025	1	1	1	2	1	1	1	1	1	2	1	2	2	0	1	1	2	2	2	1	2	1
3026	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1
3027	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
3028	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1
3029	3	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	3
3030	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
3031	0	1	2	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	1
3032	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3033	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3034	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
3035	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3036	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
3037	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3038	1	1	2	1	1	2	0	2	2	1	2	2	1	2	2	2	1	1	1	2	1	0
3039	1	1	1	3	1	2	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1
3040	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3041	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
3042	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3043	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
3044	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3045	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1
3046	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
3047	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
3048	1	1	1	0	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3049	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
3050	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3051	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
3052	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1
3053	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1
3054	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
3055	1	1	1	2	2	1	0	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
3056	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3057	1	2	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4
3058	2	2	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2
3059	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3060	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1
3061	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3062	1	1	2	1	1	1	1	1	0	1	1	3	1	2	2	1	1	1	1	1	1	1
3063	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2
3064	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2
3065	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1
3066	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
3067	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3068	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3069	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
3070	1	1	1	0	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1
3071	2	1	2	2	1	1	2	1	1	1	1	0	1	1	1	1	2	1	1	1	1	0
3072	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3073	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
3074	1	1	1	2	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	3
3075	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1
3076	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2
3077	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3078	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
3079	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3080	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
3081	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3082	1	1	2	2	2	0	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1
3083	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
3084	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3085	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3086	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1
3087	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3088	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3089	1	1	1	1	1	0	1	1	2	1	1	0	1	5	1	2	1	1	1	2	1	1
3090	1	1	0	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1
3091	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
3092	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
3093	3	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3094	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3095	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2
3096	4	2	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
3097	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1
3098	3	2	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3099	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3100	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
3101	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3102	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3103	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3104	2	2	1	1	2	0	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2
3105	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2
3106	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
3107	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1
3108	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
3109	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
3110	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3111	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1
3112	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2
3113	2	1	2	1	2	1	1	1	1	1	1	2	1	0	2	1	1	1	1	1	1	1
3114	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2
3115	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
3116	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
3117	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3118	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
3119	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3120	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
3121	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
3123	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3124	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2
3125	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3126	1	1	1	3	2	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3127	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
3128	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1
3129	5	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3130	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3131	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
3132	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1
3133	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3134	2	1	1	2	1	2	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1
3135	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1
3136	5	2	1	1	1	0	1	1	0	0	1	0	1	1	1	1	3	1	1	1	1	2
3137	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3138	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3139	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
3140	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
3141	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3142	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	0
3143	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2
3144	1	1	1	2	0	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2
3145	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1
3146	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
3147	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3148	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
3149	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3150	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
3151	1	1	1	1	2	2	0	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3152	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1
3153	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1
3154	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	1
3155	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1
3156	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1
3157	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
3158	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3159	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1
3160	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1
3161	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3162	1	1	1	1	2	1	2	1	0	0	1	1	1	3	1	1	2	1	1	2	1	1
3163	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1
3164	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3165	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
3166	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
3167	1	1	2	2	1	1	1	1	0	0	1	3	1	1	2	1	2	1	1	1	1	1
3168	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
3169	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2
3170	2	2	1	1	0	2	2	2	2	1	1	0	1	1	1	2	1	1	1	2	1	2
3171	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3172	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
3173	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3174	11	4	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	3
3175	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1
3176	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3177	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3178	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1
3179	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
3180	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
3181	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3182	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3183	1	1	2	2	2	0	0	1	3	2	1	0	2	1	1	1	1	2	2	1	2	1
3184	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
3185	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1
3186	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
3187	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1
3188	2	1	1	1	1	1	1	1	1	1	1	3	1	0	1	1	2	1	1	1	1	1
3189	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1
3190	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1
3191	2	1	1	1	1	2	1	2	3	1	1	1	1	0	1	2	1	1	1	1	1	1
3192	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
3193	1	1	1	1	2	1	0	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1
3194	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3195	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
3196	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
3197	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	1
3198	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3199	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
3200	0	0	0	8	2	0	1	1	4	0	1	0	1	0	0	1	0	1	1	1	1	0
3201	14	3	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0
3202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
3203	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3204	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
3205	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
3206	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
3207	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
3208	1	1	0	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	2
3209	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3210	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1
3211	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
3212	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1
3213	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3214	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
3215	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1
3216	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1
3217	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
3218	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1
3219	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
3220	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3
3221	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1
3222	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3223	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3
3224	2	1	1	1	1	1	1	1	1	2	1	3	1	0	1	1	1	1	1	1	1	1
3225	2	2	1	1	2	0	1	1	1	2	1	1	1	0	1	1	2	2	2	1	2	2
3226	0	0	1	1	1	1	1	1	1	0	1	1	1	7	1	1	1	1	1	1	1	0
3227	0	1	2	1	1	1	1	1	1	1	1	4	1	1	2	1	1	1	1	1	1	1
3228	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
3229	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
3230	1	2	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	4
3231	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3232	2	1	1	2	1	0	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3233	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	0
3234	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
3235	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	0	1	1	2	1	1
3236	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3237	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3238	1	1	1	1	1	0	3	1	0	1	1	1	1	4	1	1	1	1	1	3	1	1
3239	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1
3240	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1
3241	2	1	1	4	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3242	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3243	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
3244	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3245	2	2	1	2	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3246	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
3247	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1
3248	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
3249	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1
3250	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
3251	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
3252	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1
3253	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1
3254	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2
3255	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
3256	2	1	2	2	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3257	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
3258	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2
3259	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
3260	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3261	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3262	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3263	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3264	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
3265	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
3266	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
