	-135521.683552	0.002652	-135520.260908	0.002707	0.002701	0.002638
	-136444.322184	0.002675	-136444.124309	0.002628	0.002677	0.002677
	-135452.202337	0.002649	-135450.501663	0.002782	0.002658	0.002640
	-134578.961951	0.002663	-134578.930969	0.002683	0.002664	0.002662
	-136339.276060	0.002661	-136336.997271	0.002724	0.002725	0.002643
	-135455.159621	0.002638	-135454.473313	0.002573	0.002667	0.002634
	-135780.268556	0.002644	-135779.523881	0.002719	0.002662	0.002636
	-136276.417134	0.002661	-136272.983401	0.002791	0.002721	0.002641
	-135299.130647	0.002656	-135297.910561	0.002733	0.002611	0.002661
	-135078.081210	0.002643	-135077.583064	0.002656	0.002677	0.002635
	-135546.344894	0.002667	-135546.042029	0.002627	0.002651	0.002674
	-134772.642291	0.002629	-134770.708682	0.002586	0.002696	0.002617
	-136266.662320	0.002674	-136262.583622	0.002842	0.002726	0.002653
	-135093.667959	0.002631	-135092.263867	0.002513	0.002626	0.002639
	-135966.502708	0.002640	-135965.065375	0.002625	0.002699	0.002627
	-135708.330649	0.002665	-135707.888819	0.002642	0.002696	0.002659
	-135547.020625	0.002666	-135545.860128	0.002682	0.002613	0.002677
	-135326.441599	0.002659	-135326.207496	0.002679	0.002680	0.002654
	-135738.703169	0.002664	-135738.537605	0.002632	0.002678	0.002662
	-135087.122595	0.002646	-135086.382131	0.002651	0.002687	0.002636
	-135621.365375	0.002639	-135620.139788	0.002655	0.002691	0.002626
	-134858.612008	0.002636	-134857.673244	0.002734	0.002617	0.002636
	-136417.599364	0.002670	-136416.200886	0.002654	0.002728	0.002657
	-135055.996888	0.002636	-135055.113043	0.002543	0.002653	0.002637
	-135813.926613	0.002663	-135813.903581	0.002653	0.002666	0.002663
	-135916.908914	0.002647	-135916.457671	0.002698	0.002667	0.002641
	-135843.808819	0.002643	-135843.204520	0.002585	0.002673	0.002640
	-135388.785455	0.002635	-135387.911724	0.002698	0.002666	0.002624
	-135191.680414	0.002655	-135190.044904	0.002608	0.002600	0.002671
	-135180.355454	0.002651	-135180.005792	0.002699	0.002667	0.002645
	-136073.138003	0.002676	-136071.832989	0.002589	0.002720	0.002671
	-136175.861246	0.002661	-136174.430949	0.002594	0.002715	0.002653
	-134892.208585	0.002653	-134890.760981	0.002676	0.002594	0.002665
	-135787.142901	0.002674	-135787.092247	0.002694	0.002665	0.002675
	-135101.612925	0.002681	-135101.438895	0.002716	0.002666	0.002683
	-135642.880676	0.002649	-135640.829641	0.002799	0.002634	0.002644
	-134930.639624	0.002627	-134926.312602	0.002760	0.002698	0.002603
	-135839.397435	0.002655	-135839.148302	0.002708	0.002650	0.002654
	-136053.204840	0.002688	-136052.797038	0.002664	0.002719	0.002683
	-135572.430874	0.002672	-135571.528500	0.002700	0.002714	0.002660
	-135500.426820	0.002643	-135500.303538	0.002675	0.002649	0.002640
	-135730.858022	0.002652	-135730.258737	0.002694	0.002682	0.002643
	-135559.562739	0.002643	-135558.008179	0.002742	0.002598	0.002648
	-135712.238034	0.002658	-135711.849858	0.002718	0.002666	0.002652
	-135239.921529	0.002638	-135237.044512	0.002748	0.002697	0.002619
	-135431.069525	0.002653	-135430.649591	0.002587	0.002658	0.002656
	-135543.982091	0.002659	-135539.896510	0.002862	0.002618	0.002657
	-135570.788402	0.002649	-135570.546231	0.002699	0.002649	0.002646
	-135795.168923	0.002641	-135793.525724	0.002676	0.002699	0.002626
	-135529.312635	0.002677	-135527.941832	0.002619	0.002630	0.002690
	-135114.885543	0.002635	-135110.329976	0.002575	0.002739	0.002615
	-135746.131965	0.002665	-135744.325977	0.002632	0.002732	0.002652
	-135584.501903	0.002654	-135583.737875	0.002745	0.002647	0.002650
	-135790.463556	0.002649	-135789.766721	0.002614	0.002688	0.002642
	-135325.890866	0.002662	-135325.609808	0.002616	0.002650	0.002668
	-134997.249560	0.002643	-134996.735958	0.002586	0.002624	0.002650
	-135487.818624	0.002662	-135486.456749	0.002784	0.002646	0.002659
	-136372.425545	0.002654	-136371.550019	0.002675	0.002698	0.002644
	-135871.997167	0.002669	-135871.794173	0.002628	0.002661	0.002673
	-135670.559000	0.002670	-135670.261852	0.002628	0.002690	0.002667
	-135015.160448	0.002629	-135015.151602	0.002639	0.002627	0.002629
	-136232.544313	0.002688	-136231.375756	0.002607	0.002656	0.002700
	-135386.216329	0.002646	-135385.488023	0.002563	0.002665	0.002647
	-136305.132889	0.002653	-136303.124860	0.002647	0.002722	0.002638
	-135589.958002	0.002658	-135589.700558	0.002639	0.002683	0.002654
	-135768.319658	0.002641	-135767.477265	0.002704	0.002670	0.002630
	-134637.165760	0.002635	-134636.504494	0.002601	0.002601	0.002644
	-135002.312888	0.002645	-135001.383190	0.002668	0.002689	0.002633
	-136018.392190	0.002658	-136018.377964	0.002671	0.002656	0.002657
	-134753.692360	0.002627	-134753.365892	0.002625	0.002655	0.002621
	-135341.171870	0.002650	-135340.596193	0.002717	0.002626	0.002651
	-135213.378218	0.002667	-135212.803377	0.002591	0.002682	0.002668
	-135067.618501	0.002655	-135067.394870	0.002699	0.002641	0.002655
	-135845.732692	0.002653	-137939.622405	0.002689	0.002581	0.003854
	-135520.387256	0.002652	-135519.950585	0.002654	0.002620	0.002659
	-135086.345024	0.002645	-135084.634394	0.002550	0.002606	0.002659
	-134702.837827	0.002620	-134702.395950	0.002673	0.002639	0.002613
	-135314.402426	0.002656	-135313.477641	0.002747	0.002630	0.002657
	-135630.904941	0.002632	-135629.717726	0.002589	0.002683	0.002623
	-135811.390979	0.002656	-135807.691687	0.002482	0.002711	0.002654
	-135199.407055	0.002637	-135199.366382	0.002634	0.002646	0.002635
	-135718.902363	0.002668	-135717.814325	0.002703	0.002714	0.002656
	-135184.364385	0.002636	-135184.146210	0.002603	0.002654	0.002634
	-135038.365290	0.002641	-135038.293216	0.002658	0.002650	0.002638
	-134518.722140	0.002638	-134518.291880	0.002625	0.002607	0.002645
	-135775.343734	0.002654	-135774.799564	0.002708	0.002626	0.002658
	-135613.297986	0.002649	-135612.733213	0.002664	0.002613	0.002656
	-136176.775254	0.002675	-136175.859973	0.002727	0.002711	0.002663
	-135537.354262	0.002654	-135536.816171	0.002707	0.002677	0.002646
	-135112.986919	0.002640	-135112.243685	0.002581	0.002675	0.002635
	-136127.935884	0.002668	-136127.925548	0.002652	0.002669	0.002668
	-135596.297746	0.002659	-135593.931660	0.002514	0.002637	0.002673
	-135009.818683	0.002635	-135007.393081	0.002793	0.002645	0.002623
